Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A18263,W024,Television should not be banned as for elderly and isolated people television is a window into the world whether it's just for entertainment or to gain knowledge.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A18264,W024,TARGETED KILLING IS STILL MURDER EVEN IF IT IS SANCTIONED BY A COUNTRY'S GOVERNMENT,"[1, 0, 1, 1, 0, 1, 0, 0]"
A18265,W024,we should abolish zoos to prevent the cruel confinement of wild animals,"[1, 1, 0, 0, 0, 1, 0, 0]"
A18266,W024,"When prostitution is illegal, prostitutes are defenseless, and are often harassed and abused.","[0, 0, 1, 1, 1, 0, 0, 0]"
A18267,W024,lower taxes and more freedom from big government would be the result if we adopted libertarianism.,"[0, 1, 1, 0, 1, 0, 1, 0]"
A18268,W024,embryonic stem cell research requires the destruction of human embryos and so is considered unethical by many people,"[0, 1, 0, 0, 1, 0, 0, 1]"
A18270,W024,"Everyone has the right to bodily autonomy. If a person chooses to sell his or her body for sex, it should not be illegal.","[0, 0, 0, 0, 1, 0, 0, 0]"
A18271,W024,television is just another distraction in a long line of things keeping people down.,"[1, 0, 1, 0, 0, 0, 0, 1]"
A18272,W024,celibacy is responsible for the child abuse cover up by the catholic church,"[0, 1, 0, 1, 1, 0, 0, 1]"
A18274,W024,"cash advances give certain employees an unfair advantage, and it doesnt hold them accountable.","[1, 1, 1, 0, 0, 1, 0, 1]"
A18277,W024,The use of public defenders should be mandatory in order to make wealthy people invested in the success of the public defender system.,"[1, 0, 1, 1, 0, 1, 0, 0]"
A18278,W024,pride parades have now grown to the point where they are increasingly difficult to police and the scale of the events now need to be looked at to ensure the safety of all participants.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A18296,W024,people should be able to keep weapons as a form self defence to defend their property and themselves,"[1, 0, 1, 0, 1, 0, 1, 1]"
A18297,W024,absolutely not.  the great president donald trump is turning the country around and saving us from the financial disaster that the last eight years were leading the united states towards.,"[0, 1, 1, 1, 0, 0, 0, 1]"
A18299,W024,banning cosmetic surgery would take the pressure off people to look a certain way that media and society dictates.,"[0, 0, 1, 0, 1, 0, 1, 0]"
A18316,W024,cosmetic surgery is dangerous for all ages but especially so for minors therefore it should be banned for their age.,"[0, 1, 0, 0, 1, 1, 0, 1]"
A18318,W024,We should not adopt an austerity regime because this move hurt people that are living on their pensions and people pay more taxes and this hurt a lot of people,"[0, 1, 1, 0, 0, 1, 0, 0]"
A18321,W024,Three strikes laws lead to prison over-population since more offenders are put away for a longer time. This leads to worse prison conditions and more violence in prisons.,"[0, 0, 1, 1, 0, 1, 0, 0]"
A18325,W024,a person should be allowed to choose what happens to their bodies,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18326,W024,school uniforms limit the ability to express one's self.,"[1, 0, 1, 0, 1, 0, 1, 0]"
A18327,W024,gun ownership hurts more people than it helps.,"[0, 1, 1, 1, 0, 0, 0, 1]"
A18328,W024,keeping journalist in work helps the nation keep up with the news,"[0, 0, 1, 1, 0, 0, 1, 0]"
A18329,W024,payday loans only serve to get people into more money troubles.,"[1, 1, 1, 1, 0, 0, 0, 1]"
A18332,W024,targeted killings need to stop because the bad guys need to be caught and brought to trial if possible,"[0, 0, 1, 0, 0, 1, 0, 0]"
A18335,W024,"Mandatory retirement is discriminatory on the basis of age, which is an immutable characteristic much like gender or race in that one has no control over it.","[1, 0, 0, 0, 0, 1, 0, 0]"
A18338,W024,"people have the right to choose any religion they with, atheism should not be forced upon them.","[0, 0, 0, 0, 1, 0, 1, 1]"
A18339,W024,"school uniform makes all children on a level at school, reducing their differences in background and wealth to unify the class","[1, 0, 1, 1, 0, 1, 0, 0]"
A18340,W024,we should not prohibit school prayer because it would violate rights some religions,"[0, 0, 0, 0, 1, 0, 1, 1]"
A18341,W024,"for many, eating factory farmed food, is the only way they can afford to eat meat so to ban it would limit the food types poorer people could eat.","[1, 1, 1, 1, 1, 0, 0, 1]"
A18342,W024,"Sometimes, missionary workers condition the receipt of aid on a community's willingness to accept or be taught the Christian religion.","[1, 0, 0, 0, 0, 1, 1, 1]"
A18343,W024,blockage of the gaza strip should be ended because no territory deserves to be blocked no matter how impoverished.,"[0, 0, 0, 1, 1, 1, 1, 0]"
A18344,W024,"this country was founded by the freedom of religion, so people should have the right to follow any church they want.","[0, 0, 0, 0, 1, 0, 1, 1]"
A18345,W024,autonomous cars have already caused multiple fatalities and are being used on public roads right now without being adequately tested. the makers are literally using human lives to beta test their products.,"[1, 1, 1, 1, 0, 0, 0, 1]"
A18347,W024,vocational education doesn't need to be subsidized.  it's an option and is up to the person to choose it and subsequently pay for it as well.,"[1, 1, 0, 0, 0, 0, 1, 1]"
A18350,W024,military is a big organization that needs private company to supply their needs,"[1, 0, 1, 0, 0, 0, 0, 1]"
A18351,W024,human cloning should be banned as it is unnatural and serves no purpose in the world. individuality would be lost.,"[1, 0, 0, 0, 1, 0, 0, 0]"
A18352,W024,homeschooling should be allowed because parents are the first teachers children have and have everything at their disposal to teach their children effectively,"[1, 0, 0, 0, 1, 0, 1, 1]"
A18353,W024,the nhs has limited funding and this should be spent providing care for those that need it rather than wasting it on research that may not help solve anytihng,"[1, 1, 0, 1, 0, 0, 0, 0]"
A18355,W024,let the free market decide whether or not we should allow factory farming,"[1, 0, 0, 0, 1, 1, 1, 1]"
A18356,W024,we live in a capitalist country and telemarketing  is how many businesses grow and develop.,"[1, 1, 1, 0, 0, 0, 0, 0]"
A18359,W024,"capital punishment is barbaric, what if an innocent person is killed under these laws, you cannot release them and make restitution, capital punishment makes authorities as guilty of crime as the criminals.","[0, 0, 1, 1, 0, 1, 0, 0]"
A18360,W024,the roles of child actors cannot be fulfilled by adults so it would be impossible to ban their use.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A18361,W024,safe spaces provide a valuable service to those who may be suffering from ptsd,"[1, 1, 0, 1, 0, 0, 0, 0]"
A18363,W024,"it isn't the obligation of any tax payer to give money to help someone else get an education.  that is a personal choice, and if they want to go to college they need to pay for it on their own.","[0, 1, 1, 0, 0, 0, 0, 1]"
A18366,W024,"Originated in the ancient period, homeopathic treatment puts emphasis on the root cause and aim at enhancing natural healing within the body","[1, 1, 0, 0, 1, 0, 1, 0]"
A18367,W024,algorithmic trading can be manipulated and used for nefarious reasons,"[1, 0, 0, 1, 0, 0, 0, 0]"
A18368,W024,compulsory voting could be used as a way to check population and make sure everyone has current ids.,"[0, 0, 1, 1, 0, 0, 0, 1]"
A18369,W024,this law is good for young people who would learn their lesson and become good adults,"[0, 0, 1, 1, 0, 1, 0, 1]"
A18370,W024,gender-neutral language is unnecessary.,"[1, 1, 0, 0, 1, 0, 0, 0]"
A18386,W024,there have been credible witnesses to the fact that the church of scientology engages in physical and emotional abuse,"[0, 1, 1, 1, 0, 0, 0, 0]"
A18387,W024,neutral language is an alternative at the time of speaking that serves to include all persons without gender exclusion,"[1, 0, 0, 0, 0, 1, 0, 0]"
A18388,W024,adopting an austerity regime is the best way to reduce the budget deficits we currently are faced with,"[0, 1, 1, 0, 0, 0, 0, 1]"
A18389,W024,people have the right to enhance their body in any way they want to.,"[0, 0, 0, 1, 1, 0, 1, 0]"
A18397,W024,people should not be forced to vote if they don't feel compelled to vote for a candidate or issue..,"[0, 0, 0, 0, 1, 1, 1, 0]"
A18399,W024,the right to keep and bear arms is an constitutional right that needs to be upheld.,"[0, 1, 0, 0, 1, 1, 0, 0]"
A18400,W024,they are boring and cost too much money,"[0, 1, 1, 0, 0, 0, 0, 0]"
A18406,W024,"Problems can arise if homeopathy is used to treat serious illnesses, rather than seeking treatment by traditional, western medicine.","[0, 1, 0, 0, 0, 0, 0, 1]"
A18407,W024,some religions do not believe in this sort of research.,"[0, 1, 0, 0, 1, 0, 1, 1]"
A18409,W024,"it is important that the highly experienced, well trained people at the top of the judicial system can use their own experiences and common sense when passing judgments - else anyone could be a judge.","[0, 0, 1, 0, 0, 1, 0, 1]"
A18410,W024,autonomous cars could prevent traffic jams and accidents.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A18411,W024,we should not adopt atheism because everyone should have something to believe in.,"[0, 0, 0, 0, 1, 0, 1, 1]"
A18412,W024,using child actors can create unimaginable pressure ans stress on the child if they become a star or the production is a success and this can lead to substance abuse problems to cope with said pressure,"[1, 1, 0, 1, 1, 0, 0, 1]"
A18414,W024,the only thing a blockade does is affect the people at the bottom as they suffer from the loss of jobs and supplies,"[1, 0, 1, 0, 1, 1, 0, 0]"
A18416,W024,cosmetic surgery might be the only hope for children born with disfigurements that would have severe impact on self-esteem and lead to psychological issues and childhood trauma.,"[1, 0, 0, 0, 1, 0, 1, 0]"
A18417,W024,we should not ban the church of scientology because people have a right to chose their believes,"[0, 0, 0, 1, 1, 1, 1, 1]"
A18418,W024,Abolishing death penalty means abandoning the poor -who suffer the most from high crime rates -  only so that the elites could feel good about themselves.,"[1, 1, 1, 0, 0, 1, 0, 1]"
A18420,W024,subsidizing space exploration is a positive move to help advance our space program.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A18426,W024,gender-neutral language doesn't always help people clearly communicate what they mean,"[1, 0, 1, 0, 1, 0, 0, 0]"
A18431,W024,developing autonomous cars is a necessity. it would make roads and travel much safer as car accidents account for an incredible amount of deaths. there would be no more drunk and distracted driving accidents.,"[1, 1, 1, 1, 0, 0, 0, 1]"
A18432,W024,"social media helps effect real change in the world. entire movements, very important ones, have been born on social media that otherwise wouldn't have gained traction without it.","[1, 0, 1, 0, 1, 0, 1, 0]"
A18434,W024,student loans is a type of aid that is given to them in order to help lower their expenses and debts,"[1, 1, 1, 0, 0, 0, 0, 0]"
A18435,W024,"the basic message in prayer is universal, encouraging people to be considerate and love one another - this is a basic message for every child in school, irrespective of their religion, and should be encouraged.","[1, 1, 0, 0, 0, 0, 0, 1]"
A18438,W024,collectivism is morally wrong and a form of slavery.,"[1, 0, 1, 0, 0, 1, 0, 0]"
A18439,W024,we must have more options to choose and leave this bipartisan dictatorship,"[0, 0, 1, 0, 1, 0, 1, 0]"
A18440,W024,"States have an obligation to their citizens to protect them, the existence of nuclear weapons anywhere poses an existential threat to citizens everywhere, which means every nation has an obligation to fight for abolition.","[0, 0, 1, 0, 0, 0, 0, 0]"
A18447,W024,collectivism bands people together to solve problems in their communities,"[1, 0, 1, 1, 0, 0, 0, 0]"
A18448,W024,capital punishment is fair if the person had killed someone as they are only getting what they have dealt.,"[0, 0, 1, 1, 0, 1, 0, 0]"
A18449,W024,libertarians are more fair than other politicians.,"[0, 0, 1, 1, 0, 1, 0, 0]"
A18457,W024,"homeopathy has been proven to have a successful effect on many people, so if the end results are good it has to be worth a shot.","[0, 1, 0, 0, 1, 0, 0, 0]"
A18464,W024,"We should legalize sex selection because a ban leads to dangerous back alley procedures, and to more abortions and female infanticide","[0, 1, 0, 0, 1, 0, 1, 1]"
A18467,W024,"if retirees continue to work past retirement age, there will never be a natural progression through the workplace for the younger generation.","[1, 1, 1, 0, 0, 0, 0, 0]"
A18470,W024,we should subsidize wikipedia because everyone in the world knows it as a household name and if the government pays for libraries why cant they pay for wikipedia which contains probably more information.,"[1, 0, 1, 0, 0, 0, 1, 0]"
A18472,W024,The blockade is an alternative to conventional warfare against Gaza which would cause more harm / death to Palestinians.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A18474,W024,wikipedia is a valuable resource that deserves funding,"[1, 0, 1, 0, 0, 0, 0, 0]"
A18475,W024,vocational education should be subsidized as the majority of those studying would be from lower income families.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A18476,W024,"we should ban targeted killings because it is in essence just murder when done outside of wartime.  it is, in fact, an act of war and could create more problems.","[0, 0, 1, 0, 0, 0, 0, 0]"
A18477,W024,factory farming is a way of producing cheap meat. without it poorer people may not be able to afford it and may become malnourished.,"[1, 1, 0, 1, 0, 0, 0, 0]"
A18478,W024,some people choose not to vote for ethical reasons.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A18480,W024,sex is determined at birth and not something a person should be allowed to change or decide for themselves.,"[0, 1, 0, 0, 1, 0, 0, 0]"
A18481,W024,Telemarketing involves lower overhead costs and thus saves companies money.,"[0, 1, 1, 0, 1, 0, 0, 0]"
A18482,W024,Homeschooling is not regulated and nobody can be sure that the kids have learned anything.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A18485,W024,"it is the most effective deterrent to the worst crimes it is a waste of hard working people's money to pay for someone that committed atrocious crimes, to stay in a prison for the rest of their lives","[0, 1, 1, 1, 0, 1, 0, 0]"
A18497,W024,ceo's should not get paid thousands of times more than their workers,"[1, 1, 1, 0, 0, 1, 0, 0]"
A18498,W024,"some citizens simply don't have the time to vote, having more important things that can be way more crucial and holding that against them is authoritarian","[0, 0, 0, 0, 1, 0, 1, 0]"
A18500,W024,Libertarianism would end all the state run programs that people rely on.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A19001,W024,The foster care system strips children of autonomy by forcing them to pass every decision about after school activities or hanging out with friends through a social worker that is difficult to access.,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19002,W024,homeschooling cannot provide the quality of education that real teachers and a real school can provide.,"[0, 1, 0, 1, 0, 0, 0, 0]"
A19003,W024,multiple parties make choosing a leader harder,"[1, 1, 1, 0, 1, 0, 0, 0]"
A19004,W024,judicial activism goes against our system  of what is best for the people.,"[1, 1, 1, 1, 1, 0, 0, 1]"
A19005,W024,"we shouldn't legalize sex selection because some people can't have children at all, they should be happy that they have blessed with a miracle. if you want to choose a sex then foster or adopt a certain sex","[1, 1, 0, 0, 1, 1, 1, 1]"
A19006,W024,missionary work helps the less fortunate countries  with aid and hope.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A19007,W024,"couples who cannot have children of their own, are able to love and care for a child","[1, 0, 0, 0, 1, 0, 0, 0]"
A19008,W024,"factory farming is a cruel and unnatural practice.  we should treat animals better, even if their 'just' going to be used for food.","[1, 1, 0, 1, 0, 1, 0, 1]"
A19009,W024,uniforms prevent arguments over what is appropriate school attire.,"[1, 0, 1, 1, 0, 0, 0, 1]"
A19010,W024,the blockade should come down. it doesn't serve it's intended purpose. it keeps the groups around gaza divided and perpetuates violence in the area.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19012,W024,collectivism looks out for everyone and leaves no one behind,"[1, 0, 1, 1, 0, 0, 0, 0]"
A19013,W024,adopting gender neutral language would be expensive and a waste of resources which could be better used elsewhere,"[1, 1, 0, 0, 0, 0, 0, 1]"
A19014,W024,"The use of public defenders should not be mandatory because it will discourage law students from going into criminal litigation, since the pay is much lower for public defenders than private.","[1, 0, 1, 0, 0, 0, 0, 0]"
A19015,W024,"social media has brought a democratization of media to all those who are able to access it, allowing rapid discemination of news and protest groups to further their causes.","[1, 0, 0, 0, 0, 0, 1, 0]"
A19016,W024,Holocaust denial should be a criminal offence since it represent an evil idea that all modern societies should fight in every mean necessary,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19018,W024,libertarianism disavows government control and allows people to have liberties that have been stifled by the governing body.,"[0, 0, 1, 1, 1, 0, 1, 0]"
A19020,W024,blockade of the gaza strip is a bargaining tool to ensure the safety of israel in a volatile region.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A19022,W024,"we can't trust every nuclear power to denuclearize, keeping some weapons in stock keeps peace.","[0, 0, 1, 0, 0, 0, 0, 0]"
A19023,W024,fast food has almost non nutritional value. it is full of bad unhealthy ingredients and is causing the rise in health problems and obesity in the nation.,"[0, 1, 0, 0, 0, 0, 0, 1]"
A19025,W024,it would make all news fair and the same across the board,"[0, 1, 0, 0, 0, 0, 0, 1]"
A19031,W024,the church of scientology should be banned simply because it's wrong for a belief system to dictate how your medical care can and cannot happen - like psychiatry.,"[0, 1, 0, 1, 0, 0, 0, 0]"
A19033,W024,"austerity regimes tend to increase unemployment, as government reduction of spending of leads to retrenchment of worker","[0, 1, 0, 1, 1, 0, 0, 0]"
A19043,W024,"public defenders are overworked and already with a low salary, thus they may not be that beneficial.","[0, 0, 1, 1, 0, 1, 1, 0]"
A19044,W024,we live in an open society where freedom of religious expression is allowed. to go against that would be a betrayal of western values.,"[0, 1, 0, 0, 1, 0, 1, 1]"
A19045,W024,intelligence tests can help specify a persons abilities allowing them to develop their skill and knowledge of a specific capability.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A19056,W024,"We should not adopt zero tolerance policies because they have not improved school discipline in other districts, only introduced more punishments for students.","[1, 0, 0, 0, 0, 1, 0, 0]"
A19057,W024,cosmetic surgery could lead to unforeseen problems in young people whose bodies are still growing and maturing,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19058,W024,embryonic stem cell research is immoral.,"[1, 1, 0, 1, 0, 0, 0, 1]"
A19060,W024,"fast food is no more unhealthy than  some gourmet food its just  cheaper and made with less costly ingredients. fast food is not the issue, lack of control in eating it is the reason people are fat.","[0, 1, 0, 0, 1, 1, 1, 1]"
A19067,W024,this should be legal as it is no worse than alcohol.,"[0, 0, 0, 1, 1, 0, 1, 0]"
A19069,W024,we should abolish the olympic games because  it very expensive to host,"[0, 1, 1, 0, 0, 0, 0, 1]"
A19083,W024,scientology is a cult and so is dangerous,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19084,W024,"some facial abnormalities or perceived abnormalities cause significant mental distress to young people, influencing their development, when cosmetic surgery could positively transform their lives.","[1, 0, 0, 1, 1, 0, 0, 0]"
A19085,W024,prayer has no place in public school because not everyone practices the same religion,"[1, 0, 0, 0, 0, 0, 1, 0]"
A19087,W024,"we shouldn't abandon television as it is some people's only form of news and entertainment, it could lead to them them being misinformed about certain things","[1, 0, 0, 1, 0, 0, 0, 0]"
A19088,W024,"sometimes entrapment is the only way to ensure that criminals are captured and charged, therefore we should legalise it.","[0, 0, 1, 1, 0, 1, 0, 1]"
A19089,W024,"some cultures like inuits rely on whales for many things like food and heating, and they use practically the entire whale.","[0, 1, 0, 1, 0, 0, 0, 0]"
A19090,W024,for some couples surrogacy is one solution to having a child that is from one of the parents,"[1, 0, 0, 0, 1, 0, 1, 0]"
A19101,W024,telemarketing allows small businesses to save money by reducing overhead costs.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19102,W024,a safe space is a great place for youth to hang out so that they are not in dangerous places.,"[1, 1, 1, 0, 1, 1, 0, 0]"
A19105,W024,algorithmic trading enables a more level playing field in the trading of shares.,"[1, 1, 0, 0, 0, 1, 0, 0]"
A19112,W024,we should adopt atheism because you can live your life freely without the worry of being judged by god,"[0, 1, 0, 1, 1, 0, 1, 0]"
A19113,W024,we should legalize prostitution so that women as a whole are taught that their place in society is simply as a commodity to be used by someone with more money,"[0, 1, 0, 1, 0, 0, 0, 1]"
A19114,W024,cannabis is not a harmful drug and can help people cope with mental issues like anxiety,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19115,W024,a zero-tolerance policy in schools shows children that the schools are not playing around when it comes to punishment,"[0, 0, 0, 1, 0, 1, 0, 1]"
A19116,W024,a multi-party system will help to ensure that more political agendas will be given the chance to represent the people,"[1, 0, 1, 1, 1, 0, 1, 0]"
A19117,W024,economic sanctions can cause hardship and create unnecessary problems.,"[0, 0, 1, 1, 1, 1, 0, 0]"
A19118,W024,we should ban child actors as a part of banning child labour. exploitation of a child through working is wrong regardless of the specific job role,"[0, 0, 1, 1, 1, 1, 0, 1]"
A19119,W024,subsidised student loans would encourage everyone to go to university if they thought they wouldn't have any debt at the end of the studies.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A19121,W024,we shouldn't ban human cloning as it could help aid genetic medical problems,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19122,W024,organ trade must remain illegal. there is far too much potential for corruption and human trafficking/murder if organs can be sold.,"[0, 0, 1, 1, 1, 0, 0, 1]"
A19125,W024,it`s outrageous to ban missionary work because people who helping other people can`t be banned to do that and can be only awarded and recognized in our society.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A19137,W024,we should not adopt gender-neutral language because the majority of people do identify with a gender and want to be addressed as such.,"[0, 1, 0, 0, 1, 0, 1, 1]"
A19141,W024,"autonomous cars can assist the disabled, or those with limited abilities to get about","[1, 0, 1, 1, 0, 0, 0, 0]"
A19143,W024,we should  not abolish intellectual property rights because people should get credit for their work.,"[0, 1, 1, 0, 0, 1, 0, 1]"
A19144,W024,We need to ban targeted killing because it is murder and murder is illegal everywhere.,"[1, 0, 1, 0, 0, 1, 0, 0]"
A19145,W024,economic sanctions don't work because countries can get around them therefore we should end their use as a negotiation tactic,"[1, 0, 1, 0, 0, 0, 0, 0]"
A19171,W024,telemarketing can be a useful tool to bring goods to the attention of people who would not otherwise access the information.,"[1, 0, 0, 1, 0, 0, 0, 0]"
A19172,W024,we must stop the selective killings because they are a serious abuse of universal human rights,"[0, 0, 1, 0, 0, 1, 0, 0]"
A19173,W024,a two-party system has served us well for years; why change what has worked?,"[0, 1, 1, 0, 1, 0, 0, 0]"
A19175,W024,homeopathy provides natural cures for diseases.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19177,W024,collectivism brings people together,"[1, 0, 1, 1, 0, 0, 0, 1]"
A19180,W024,autonomous cars strip drivers of the ability to drive as they please,"[0, 0, 0, 1, 1, 0, 0, 0]"
A19181,W024,kids should be in school to learn. no one should force religion on them.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A19182,W024,telemarketing can cause distress for people who do not know how to get rid of the callers.,"[0, 1, 0, 1, 0, 0, 0, 0]"
A19183,W024,A blockade is what you do when you want any chance for peace eliminated and for both nations to grow suspicious towards each other,"[0, 0, 1, 0, 0, 0, 0, 0]"
A19184,W024,"judicial activism allows lawful recourse in circumstances of possible justice miscarriages, and is an extra protection against possible corruption and obstructive 'influence' in the higher court.","[1, 0, 1, 0, 0, 1, 0, 0]"
A19191,W024,television makes people lazy and they get fat,"[1, 1, 0, 1, 0, 0, 0, 0]"
A19194,W024,the 3 strike law is unfair and many people are punished too severely.,"[1, 0, 0, 0, 0, 1, 0, 0]"
A19196,W024,school uniforms help everyone feel more like each other and takes the focus off their clothes and allows for more focus on learning.,"[1, 1, 0, 1, 0, 0, 0, 1]"
A19198,W024,in many cases cannabis has wonderful health results such as taking away pain from ill people.  it should be legal for all.,"[1, 1, 0, 0, 1, 0, 0, 0]"
A19199,W024,human cloning can help doctors find a cure for illnesses we otherwise won't be able to survive,"[1, 1, 1, 0, 0, 0, 0, 0]"
A19215,W024,"i consider it a sensitive issue, however, because of the great conflicts that this brought about in the catholic religion it is necessary to abandon this vow.","[1, 0, 0, 1, 1, 0, 0, 0]"
A19223,W024,"Atheism is godless and fundamentally lacking in a coherent moral compass, therefore it should not be adopted.","[0, 0, 1, 0, 0, 0, 0, 1]"
A19224,W024,the trades need more workers and we should encourage kids who aren't college material to pick up a trade.,"[0, 1, 0, 1, 0, 0, 0, 1]"
A19226,W024,television is company for lonely people who perhaps do not have any other human contact during the day.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A19229,W024,stem cell research is the beginning of wanting to do more and more things we shouldn't be messing with and it should be stopped now before it goes any further,"[1, 1, 0, 1, 0, 0, 0, 1]"
A19231,W024,School uniforms reinforce a gender binary by often requiring women to wear traditionally feminine clothing like skirts and dresses and men to wear traditionally masculine pants.,"[1, 0, 1, 0, 1, 0, 1, 0]"
A19233,W024,it`s been proven that cannabis has some relief who helping people suffering from terminal illness.,"[1, 1, 0, 1, 1, 0, 0, 0]"
A19241,W024,embryonic stem cells are superior to stem cells derived elsewhere because they can potentially grow into any type of cell -- subsidizing this research would allow for scientific research to advance faster.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19245,W024,zoos are entrapping animals that are meant to live in the world,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19247,W024,"cosmetic surgery should be banned.   god made you a certain way and these procedures are going against that.   besides, it could be dangerous as joan rivers died from complications during surgery.","[1, 1, 0, 0, 1, 0, 0, 1]"
A19248,W024,in a competitive market companies have to attract the best talent,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19251,W024,homeopathy is sometimes used by people instead of traditional medicine. this  could lead to unnecessary deaths.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A19254,W024,ip rights should be abolished as their original use has long since been abandoned in favor of large organisations abusing their legal powers with them.,"[1, 0, 1, 0, 1, 0, 1, 0]"
A19256,W024,the blockade is there to protect the citizens and prevent more violence,"[0, 0, 1, 1, 0, 0, 0, 0]"
A19257,W024,Collectivism would be good in situations where it must be a group decision.,"[1, 0, 0, 0, 0, 1, 0, 0]"
A19259,W024,"we would crumble without services provided to us via the government - roads, fire stations, and more.","[0, 0, 1, 1, 0, 0, 0, 0]"
A19273,W024,Executive compensation should be limited so that those who are at the bottom can make more money.,"[1, 1, 0, 1, 0, 1, 0, 0]"
A19274,W024,we should ban algorithmic trading because theres is scientic advance,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19277,W024,"when prostitution moves into a neighborhood, so do drugs and violence","[0, 1, 1, 1, 0, 0, 0, 1]"
A19279,W024,intellectual property right stop innovation and progress by not allowing general development of an idea by others who may deserve that opportunity,"[1, 1, 1, 0, 0, 0, 1, 0]"
A19287,W024,surrogacy is the only way some couples can have a family so should not be banned.,"[1, 1, 0, 0, 1, 0, 1, 0]"
A19290,W024,"some sick people don't want to go on suffering, and this is the way they want.","[0, 1, 0, 1, 1, 0, 1, 0]"
A19291,W024,if the technology exists then it should be okay to use it,"[1, 1, 0, 0, 0, 0, 0, 0]"
A19296,W024,"human cloning opens up a path never before filled with benefits for human beings, allowing in the future the eradication of many diseases.","[1, 1, 0, 1, 0, 0, 0, 0]"
A19297,W024,if someone has no choice it is wrong to insist that they choose,"[0, 1, 0, 0, 1, 0, 1, 0]"
A19302,W024,some threats need to be eliminated for the public good,"[0, 0, 1, 0, 0, 1, 0, 0]"
A19303,W024,using private military companies is no different to buying weapons or vehicles from private companies.,"[0, 0, 1, 0, 1, 0, 0, 0]"
A19304,W024,we shouldnt because people might just vote for anyone if they have no interest in politics and could sway the vote.,"[1, 0, 1, 1, 1, 0, 1, 1]"
A19305,W024,"students have the right to express themselves, and that includes expressions of faith.","[0, 0, 0, 0, 1, 0, 1, 1]"
A19306,W024,we shouldn't ban the church of scientology because banning a religion goes against the constitution,"[0, 1, 0, 0, 0, 1, 1, 1]"
A19308,W024,surrogacy is a way for couples that are otherwise infertile to have children.,"[1, 0, 0, 0, 1, 0, 1, 0]"
A19310,W024,"sanctions ultimately only hit the general population of the country affected, especially the vulnerable.  this serves to stir up bad feeling towards the countries implementing the sanction.","[0, 0, 1, 1, 0, 1, 0, 0]"
A19322,W024,"embryonic stem cell research may lead to life-saving treatments such as the growing of spare organs, which can save many lives.","[1, 1, 0, 1, 0, 0, 0, 0]"
A19323,W024,"People have a right to be represented by the best when they are facing potential fines, incarceration, or worse. Mandating public defenders strips people of this right.","[1, 0, 1, 0, 1, 1, 1, 0]"
A19325,W024,"nuclear weapons are unique in their destructive power, in the unspeakable human suffering they cause, in the impossibility of controlling their effects in space and time","[0, 1, 1, 1, 0, 0, 0, 0]"
A19328,W024,if people want to get work done it is their choice,"[0, 0, 0, 0, 1, 0, 1, 0]"
A19329,W024,"we should adopt atheism, there is not one piece of evidence for religion being fact, yet science is proven. religion is a manipulative tactic based on lies.","[1, 0, 0, 0, 1, 0, 1, 0]"
A19330,W024,all children should receive the same education to ensure a standard of learning is established.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A19338,W024,Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.,"[0, 0, 1, 1, 1, 0, 1, 0]"
A19342,W024,private military companies provide an armed protection for some that may not have it normally,"[0, 0, 1, 1, 1, 0, 0, 1]"
A19347,W024,a multi-party ensures that all people and voices are heard and represented.,"[1, 0, 0, 0, 1, 1, 0, 0]"
A19349,W024,it can be very beneficial for people with certain illnesses so should be legal,"[1, 1, 0, 0, 0, 0, 0, 0]"
